name,locality,lat,long,review
Express By ABs,"2, CPR Tower, 2nd And 5th Floor, 100 Feet Road, 1st Phase, 2nd Stage, Near Jayadeva Flyover, BTM, Bangalore",12.9165023727,77.6047534123,945
Davanagere Benne Dose Manne,"24/3, 3rd Cross, 4th Main Road, Chamraj Pet, Basavanagudi, Bangalore",12.9578163198,77.5673070922,546
Namma Kudla,"18, 2nd Phase, 5th A Cross, Marenahalli, Near RV Dental College, JP Nagar, Bangalore",12.9126919421,77.5861241296,213
Malabar Mess,"75/1, Hulimavu Gate, Bannerghatta Road, Bangalore",12.8811248998,77.5956305489,87
Basvangudi Donne Biryani,"41/3, Surveyor street, Gandhi Bazaar, Basavanagudi, Bangalore",12.9476385356,77.5734718144,84
Chickpete Jonne Biriyani House,"44, Marenahalli, 3rd Cross Road, JP Nagar, Bangalore",12.9135687384,77.5861030072,313
Foodizo,"17, 25th Cross Road, 21st Main, 2nd Stage, Near BDA Complex, Banashankari, Bangalore",12.9240129338,77.5641125813,62
Stories Bar & Kitchen,"15, 1st Phase, 24th Main Road, JP Nagar, Bangalore",12.9135376928,77.5860473514,5604
Plan B,"942, 2 Stage, 21 Street Main Road, Banashankari, Bangalore",12.9261681000,77.5647181000,32
Copper Chimney,"35/4, 24th Main, 7th Phase, Puttenahalli, JP Nagar, Bangalore",12.8934679897,77.5862183422,372
Chikpete Donne Biryani,"08, 1st Cross, Teachers Colony, Kumaraswamy Layout, Bangalore",12.9122501114,77.5671927631,226
Sri Sai Cafe,"221/1, 3rd Main, 4th Cross, Chamrajpet, Basavanagudi, Bangalore",12.9587733349,77.5660464540,19
Pizza Stop,"1478/1, 18th Main, 4th Cross Road, Pattabhirama Nagar, Opposite Sai Baba Temple, Jayanagar, Bangalore",12.9198408634,77.5895070657,350
Upahara Darshini,"19/2, South End Main Road, Near Surana College, Basavanagudi, Bangalore",12.9363823351,77.5769389048,56
City Durbar,"76/1, Swagath Main Road, 30th Cross, Jayanagar, Bangalore",12.9284878568,77.5964969024,89
Kollapuri's Cloud Kitchen,"41/3, Surveyor Street, Gandhi Bazaar, Basavanagudi, Bangalore",12.9473742000,77.5727570000,519
The Cake House,"121, 50 Feet Road, Hanumanthnagara, Banashankari, Bangalore",12.9417010577,77.5619808957,123
A1 Biriyani Paradise,"642, Gurumurthy Building, 22nd Cross, 14th Main Road, Kumaraswamy Layout, Bangalore",12.9073193323,77.5638125092,6
Dolma Aunty Momos,"45 &46, 1st Floor, Ajantha Avenue, Puttenahalli Village, South Taluk, 7th Phase, Jayanagar, JP Nagar, Bangalore",12.8926772887,77.5816731958,140
Udupi Grand,"49, South End Road, Nagasandra Circle, Basavanagudi, Bangalore",12.9368385008,77.5727241486,68
Mad Momos,"45, 46, 1st floor, Ajantha Avenue, Puttenahalli village, JP Nagar, Bangalore",12.8926772887,77.5816731958,224
Pratyush's Food Plaza,"45, 7th Phase, Puttenahalli, Palya, JP Nagar, Bangalore",12.8945641506,77.5816207007,85
Basmati Express,"217, 100 Feet Ring Road, Banashankari, Bangalore",12.9268245568,77.5479888171,710
The Baklava Company,"60, Ground Floor, 17th F1B Main, 2nd B Cross, KHB Colony, Koramangala 5th Block, Bangalore",12.9355550000,77.6176680000,137
Juice Shop,"1st, 2nd Floor, New 114, Ward 67, Koramangala 5th Block, Bangalore",12.9350458562,77.6132989302,4599
L. J. Iyengar's Bakery,"98/2, Ganesh Mandira Road, Basavanagudi, Bangalore",12.9324111094,77.5677526742,394
Artinci - Indulge Guilt Free!,"92/5, Kathriguppe, 3rd Stage, Opposite Big Bazaar, Banashankari, Bangalore",12.9267474369,77.5508051366,157
Amritsari Kulcha Land,"123, 24th Main, 5th Phase, Opposite Royal High School, JP Nagar, Bangalore",12.9001929298,77.5859045237,453
Polamma's Mess,"67/2, Near Christ University, 2nd Cross, C.L. Layout, Adugodi, BTM, Bangalore",12.9365035654,77.6083217561,215
Hunger Hunt,"Shop 4 & 5, Site 113, 7th Main, Nandakumar Layout, Uttarahalli, Bangalore",12.9119514177,77.5437133759,7
Iyengars Bakery,"1, 1st Cross, Gaurav Nagar, 7th Phase, 6th Main Road, JP Nagar, Bangalore",12.8855796730,77.5789592788,1064
Coast @ JP Nagar,"38, Saanvi Arcade, 24th Main, 7th Phase, JP Nagar, Bangalore",12.8932359455,77.5862766802,41
Paratha Box by EatFit,"688/C Thanish Corner, First Floor, 10TH Cross, 7th Main Btm Layout, B.B.M.P South, BTM, Bangalore",12.9124119000,77.6064110000,218
Puliyogare Palace,"17/j, First Floor, 4th Main Nanjappa Layout, Adugodi, Hosur Road, Bangalore",12.9419500000,77.6066910000,63
Apna Dhaba,"38/2, 1st Main Road, Mount Joy Road Extension, Hanumantha Nagar, Basavanagudi, Bangalore",12.9401456772,77.5643841550,18
Donne Biryani & Kabab Corner,"52, Teachers Colony, Dayanad Sagar, Kumaraswamy Layout, Bangalore",12.9122213531,77.5671672821,33
JCB - Just Chole Bhature,"A-4, 32nd Cross, 3rd Main Road, 7th Block, Jayanagar, Bangalore",12.9271932000,77.5794441000,7
Swathi Restaurant,"25/1, 9th Cross, 2nd Phase, Opposite Lakshmi Venkateshwara Temple, JP Nagar, Bangalore",12.9104514079,77.5886618346,105
Dakshin,"164, 5th Cross, 4th Main Road, Wilson Garden, Bangalore",12.9509922936,77.5954578817,97
Rasoi,"86, Shakthi Arcade, 21st Main Road, 2nd Stage, Near KIMS College, Banashankari, Bangalore",12.9268245568,77.5645048544,107
Coastal Mama,"312, 2nd Floor, 15th Cross Street, 100 Feet Road, 5th Phase, JP Nagar, Bangalore",12.9061650558,77.5932577997,511
Rolls And Chicken Combos,"6/3, 5th Cross, Lakshmi Road, Shanti Nagar, Bangalore",12.9611764755,77.5981182978,522
Nando's,"1st, 2nd Floor, Industrial Layout, Koramangala 7th Block, Bangalore",12.9350560000,77.6133330000,951
Cheesecake & Co.,"9/C, Third Main, Opposite Koramangala Police Station, Koramangala 8th Block, Bangalore",12.9414370000,77.6207280000,359
Sundae Everyday Ice Creams,"480/17, 3rd Floor, 8th Block, 45th Cross Road, Jayanagar, Bangalore",12.9177484297,77.5766213983,486
Absolute Momo Cafe,"1531, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",12.9085677227,77.5641360506,25
HRX by EatFit,"688/C Thanish Corner, First Floor, 10TH Cross, 7th Main Btm Layout, B.B.M.P South, BTM, Bangalore",12.9124119000,77.6064110000,38
Nirula's,"1833, 14th Cross Road, 2nd Stage, Bendre Nagar, Kumaraswamy Layout, Bangalore",12.9060074156,77.5584159712,0
J K Coastal Curry,"24/1, Natkalappa Circle, Subbram Chetty Road, Basavanagudi, Bangalore",12.9391771538,77.5719201565,42
The Lassi Park,"22nd Cross, New Diagonal Road, 3rd Block, Opposite N MKRV Womens College, Jayanagar, Bangalore",12.9328819871,77.5823160633,205
Dande's Hyderabadi Biryani,"Municipal 217, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore",12.9269653985,77.5479133800,1144
Hotel Prashanth Non Veg Nati Style,"726, 24th Cross, Police Station Road, 1st Stage, Kumaraswamy Layout, Bangalore",12.9069549449,77.5634802505,183
Udupi Sri Krisna Vaibhava,"24th Cross, 6th Block, Kanakapura Main Road, Jayanagar, Bangalore",12.9319722545,77.5757922605,416
Havmor Ice Cream,"1014/44, 4th Block, 26th Main Road, 38th Cross, Jayanagar, Bangalore",12.9217819779,77.5934019685,62
Fabelle Chocolates,"Counter 18, 1St, 2Nd Floor, Municipal New 114, Industrial Layout, Koramangala 7th Block, Bangalore",12.9351000000,77.6133400000,49
Shetty Lunch Home,"102-226, 5th Block, 9th Main Road, Jayanagar, Bangalore",12.9207042364,77.5837077945,93
Al Fillfilah Mandi Majlis,"682, 30th Cross, Tilak Nagar, Jayanagar, Bangalore",12.9283757723,77.5958468020,9
Jayanagara Tiffany's,"118, 13th Main Road, 4th Block East, KV Layout, Jayanagar, Bangalore",12.9288773000,77.5870503000,88
Jayanagara Donne Biryani,"02, Ground Floor, 2nd Phase, 17th Main Road, JP Nagar, Bangalore",12.9065483991,77.5904431567,68
Wah Bawarchi,"739, 7th Phase, Gourav Nagar, RBI Colony, Opposite Bus Stop, JP Nagar, Bangalore",12.8849150000,77.5826277000,79
Mayura 1989 Andhra Speciality Restaurant,"46/3, Dr Rajkumar Road, Rajajinagar, Bangalore",12.9758300662,77.5526330620,101
Biryanis And More,"178/5, Ground Floor, 25th Cross, 3rd Block, Jayanagar, Bangalore",12.9319545000,77.5833729000,124
Basaveshwar Khanavali,"71, First Floor, 30th Cross, 10th Main, Near Cool Joint, 4th Block, Jayanagar, Bangalore",12.9287362071,77.5857657194,85
Ambur Star Dum Biryani,"1378, East End Circle, Near Central Mall, Jayanagar, Bangalore",12.9167141342,77.5963302702,38
The House Of Barbeque,"3rd Stage, 7th Main Road, Banashankari, Bangalore",12.9201222279,77.5522200018,163
Kim Lee Restaurant,"6, 59th Cross, 5th Block, Rajajinagar, Bangalore",12.9847717630,77.5536482781,159
Dock Frost'd,"1st, 2nd floor, new 114, industrial layout, koramangala, bangalore Koramangala 7th Block, Bangalore",12.9351772702,77.6135387918,342
Bowl Soul,"Stavyah Arcade, 10-4, 3rd Floor, 9th Main, Yereb Nagar Main Road, 2nd Stage, Basavanagudi, Banashankari, Bangalore",12.9216780000,77.5696030000,19
The Sugar Free Keto Kafe - Artinci,"92/5, Near Big Bazaar, Kathreguppe, 3rd Stage, Banashankari, Bangalore",12.9271957776,77.5508685037,129
Keshava Kabab Centre,"23/1, 5th A Cross, 23rd Main, 2nd Phase, JP Nagar, Bangalore",12.9129631839,77.5866092741,11
Mandya Gowdru Biriyani Mane,"6, Padmanabhanagar, Opposite Brigade Apartment, Chikallasandra, Uttarahalli, Bangalore",12.9117984759,77.5527628139,6
Royal India Restaurant,"1622, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",12.9094922466,77.5649259612,80
Kavali,"21, 18th Main Padmanabhanagr, Banashankari, Bangalore",12.9162812000,77.5545697000,526
Rajasthani Dhaba,"9, 5th Cross, Lakshmi Road, Shanti Nagar, Bangalore",12.9604909865,77.5982011110,27
Madhan Soudhe Ole Fish Tawa Fry,"Hosakerehalli Cross Road, Hosakerehalli, 3rd Stage, Banashankari, Bangalore",12.9326450779,77.5448107347,321
Bombay & Kolkata Chats,"22/2, Police Station Road, Opposite Nandini Milk Booth, Basavanagudi, Bangalore",12.9422392302,77.5704090670,209
Get Cake'd,"3/3, Tata Silk Farm Circle, 4th A Main Road, Basavanagudi, Bangalore",12.9345183000,77.5739279000,44
Kolkata King,"32, Khaleel Plaza, Opposite Vijaya Collage, RV Road, Basavanagudi, Bangalore",12.9403214749,77.5799936056,1694
Malgudi Naati Style Hotel,"7 & 10, Beereshwar Nagar, Chunchgatta Main Road, JP Nagar, Bangalore",12.8915270000,77.5748599000,2
Sri Sri Cafe,"1538, 50 Feet Road, First Floor, Kumaraswamy Layout, Bangalore",12.9095132558,77.5643877687,72
Baisakhi,"Shop 160, Gandhi Bazar, Main Road, Basavanagudi, Bangalore",12.9463227025,77.5701113418,489
Kwality Walls Frozen Dessert And Ice Cream Shop,"81, Nehru Road, Girinagar, Sri Thrishakthi Condiments, Basavanagudi, Bangalore",12.9397800000,77.5452210000,200
Karavali Lunch Home,"LIC Building, 24th Main, 2nd Cross, 2nd Phase, JP Nagar, Bangalore",12.9139935734,77.5861157477,4
Utsav Restaurant,"38/A, Mount Joy Road, Hanumanthnagar, Near BMS College, Banashankari, Bangalore",12.9403381397,77.5645417348,87
Funky Punjab,"123(2), 24th Main, 5th Phase, Opposite Royal High School, JP Nagar, Bangalore",12.9003988225,77.5857254863,371
Hotel New Karavali,"89, 22nd Main Road, Nagendra Block BSK 1st Stage, Banashankari, Bangalore",12.9401090799,77.5533461943,68
Udupi Upachar,"8, 17th Cross, 15th Main Road, Nanjundeshwara Layout, Phase 5, JP Nagar, Bangalore",12.9033476445,77.5918043777,80
Hotel Empark,"2, Arekempenahalli, Near Brand Factory, Wilson Garden, Bangalore",12.9454979752,77.5952181593,41
Kamat Hotel,"227, V V Puram, Lalbhag West Gate, R V Road, Opposite RV School, Basavanagudi, Bangalore",12.9491118551,77.5798514485,446
Bangarapet Bhel House,"13/10, 6th Main, Appu Rao Road, Basavanagudi, Bangalore",12.9550831376,77.5650976226,294
Dal Roti,"139, 24th Main, 2nd Cross, 2nd Phase, JP Nagar, Bangalore",12.9139916126,77.5861204416,144
SLV Tiffin Center,"70, Sarakki Gate, Kanakapura Main Road, JP Nagar, Bangalore",12.9100996000,77.5729631000,43
Slay Coffee Bar,"139, 1st Cross Road, Koramangala 5th Block, Bangalore",12.9335450049,77.6210360974,66
Sri Rajasthani Foods,"08, Shankar Raju Building, 24th Main Road, 5th Phase, JP Nagar, Bangalore",12.8997759149,77.5856379792,52
ATH - All Things Healthy!,"29/3, 1 Floor, 2 Cross, 24th Main Road, Opposite Narayana School, Achappa Layout, Puttenahalli, 7 Phase, JP Nagar, Bangalore",12.8927703177,77.5868667022,256
Cold Stone Creamery,"3rd Floor, Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore",12.9702431802,77.6102050021,52
PVR Café,"Fourth Floor, Vega City Mall, Bannerghatta Road, Bangalore",12.9080049674,77.6005399972,59
Veg Daawat By Behrouz,"A-946/2, GF, 2nd Phase, 24th Main, JP Nagar, Bangalore",12.9154057000,77.5858078000,3
Sardarji Di Rasoi,"2, Ring Road, KEB Colony, 1st Stage, BTM, Bangalore",12.9165111961,77.6061303914,329
SSB Biryani Kuteera,"208, 42/43, Kanakapura Main Road, Gangadhar Nagar, 1st Main, Near JP Nagar Metro Station, JP Nagar, Bangalore",12.9084405964,77.5727197900,25
Pure & Natural,"7th Block, Near National College, Jayanagar, Bangalore",12.9242841633,77.5779705495,275
@Italy,"1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",12.9070660586,77.5637474656,297
Thyme & Whisk,"56/1, Sri Krishna Towers, 5th Block, 9th Main Road, Jayanagar, Bangalore",12.9219659582,77.5837299228,579
Lucknowee,"118, 3rd Floor, 80 Feet Road, Koramangala Industrial Area, Body Craft Spa, Koramangala 7th Block, Bangalore",12.9358431696,77.6142983884,165
Cake Yard,"3/1, Opposite Krishna Rao Park, Kanakapura Road, Basavanagudi, Bangalore",12.9397901603,77.5754760951,123
Amazing Kati Rolls 'N' More,"72, 22nd Cross, 16 Main Road, Second Stage, Mahadeshwara Layout, BTM, Bangalore",12.9057766000,77.6117095000,24
Bunt's Biriyani Palace,"487, 80 Feet Road, Bank Colony, 1st Stage, Banashankari, Bangalore",12.9389631240,77.5520262122,152
Karavali Lunch Home,"1779, 14th Main, Kumaraswamy Layout, Bangalore",12.9059840052,77.5630611554,66
Saarangi Fine Dining,"453/2/16, 27th Cross, 4th Block, The Royal Comfort, Jayanagar, Bangalore",12.9307243079,77.5852936506,337
Srinagar Kabab Corner,"35/2, Ashirwadnilaya, 12th Main Road, Banashankari, Bangalore",12.9441120000,77.5537760000,20
Pabrai's Fresh & Naturelle Icecreams,"6, Wood Street, Ashok Nagar, Brigade Road, Bangalore",12.9672856738,77.6077762619,144
Kolkata Famous Kati Rolls,"5th Main Road, City Market, Bangalore",12.9572213284,77.5674888119,92
Biryani Rooh-e-Khaas,"57, 1st Main Road, Koramangala 7th Block, Bangalore",12.9363080000,77.6155320000,238
Signature Wraps & Rolls By Faasos,"Shop A-94 6/2, 24th Main Road, 2nd Phase, Opposite SBI / 3M Car Centre, JP Nagar, Bangalore",12.9154057000,77.5858078000,0
House of Mughals,"1st, 2nd Floor, New 114, Industrial Layout, Ward 67, B.B.M.P South, 7th Block, Koramangala 7th Block, Bangalore",12.9350990000,77.6133370000,9
Oye Paratha - Makhan Mar Ke,"Shop 1, 18th main, Padmanabhanagar Kumaraswamy Layout, Bangalore",12.9188371000,77.5553348600,332
S M V Snacks Corner,"Near Bhagwan Mahavir Jain College, V V Puram, Basavanagudi, Bangalore",12.9490099091,77.5743834302,386
Sri Nandi Chinese Kitchen,"616/A, 4th Cross, 5th Main, Basavanagudi, Bangalore",12.9435681550,77.5625907630,8
Mystique Palate,"615/1, Ground Floor, 32nd Cross, 4th Block, 10 C Main Road, Janardhan Mansion, Jayanagar, Bangalore",12.9272493692,77.5852631405,281
Uttarakarnataka Jolada Rotti Mane,"39, 3rd, A Cross Ram Rao Layout, Kathriguppe, Banashankari, Bangalore",12.9296495460,77.5519105420,136
SLV Ragigudda,"1981 & 1990/17, 28 Main Road, 9 Block, Jayanagar, Bangalore",12.9153429099,77.5950066000,47
Koku Kitchen,"20, Rohini Complex, 1st Cross, BSK 3rd Stage, Kathreguppe, Banashankari, Bangalore",12.9259452582,77.5501792432,129
Upahara Darshini Kims Canteen,"148, Vokkaligarasangha, Vv Puram, City Market, Bangalore",12.9566423458,77.5751713291,90
Crown Restaurant,"Arekere Main Road, Bannerghatta Road, Bangalore",12.8867575763,77.6030401513,9
Punjab  Rajasthan Express Restaurant,"572/573 1st Floor Opp USKB, Balepet Circle Majestic, Bangalore",12.9708998909,77.5740820169,30
VadaWala,"28, Pai International, Main Road, Kathriguppe, Opposite Big Bazaar, Banashankari, Bangalore",12.9275849706,77.5511581823,4
SGS Non Veg - Gundu Pulav,"217, BSK–3 Stage, 100 Feet Ring Road, Banashankari, Bangalore",12.9270480736,77.5479485840,1513
Panchami,"1632, 80 Feet Road, Srinivasnagar, Bank Colony, Banashankari, Bangalore",12.9385027143,77.5545474887,24
Shyam Mishra Juice Centre,"43, V.V.Puram, East Circle Road, Basavanagudi, Bangalore",12.9522630110,77.5774404779,17
Maruthi Davangere Benne Dosa,"509/B, 4th Cross, 3rd Main, 3rd Block, 3rd Stage, Banashankari, Bangalore",12.9292244108,77.5490157679,71
Prakash Dose Camp,"43, East Circle Road, V V Puram, Basavanagudi, Bangalore",12.9522336039,77.5775380433,41
Kake Di Hatti,"Ward 161, 42, 111/112, 2nd Floor, 100 Feet Ring Road, Banashankari, Bangalore",12.9257365071,77.5489532166,0
Ice Thunder,"34, Basco Court, Basavanagudi, DVG Road, Basavanagudi, Bangalore",12.9454590914,77.5710755959,145
Chung Wah Express,"J5 - A, 1st Floor, Ashok Nagar, Brigade Road, Bangalore",12.9694231063,77.6068763807,75
Fusion Kitchen,"N 28, Old 648, 16th Main Road, 38th Cross, IV T Block, Jayanagar, Bangalore",12.9212341000,77.5880322000,23
Food Junction,"13, 10th Cross, Christ School Road, S G Palya, DRC Post, Hosur Road, Bangalore",12.9310759164,77.6070524007,53
New Sher-E- Punjab Hotel,"79, 2nd Main Road, Kalasipalyam New Extension, Opposite J C Road, City Market, Bangalore",12.9603789164,77.5806380063,12
Sangam Military Hotel,"528/A, 14th Cross, Shastri Nagar Main Road, Jayanagar, Bangalore",12.9295482456,77.5729373842,27
Badhya's Veg,"284/A, 3rd Main Road, Near ISRO Layout, Kumaraswamy Layout, Bangalore",12.8999782100,77.5587401160,10
Nizam's Kitchens,"217, 100 Feet Ring Road, Stage 3, Banashankari, Bangalore",12.9270425184,77.5479502603,472
Vijayalakshmi Veg,"3, Opposite Sagar Hospital, Tilak Nagar, Jayanagar, Bangalore",12.9284130249,77.6001762226,136
Lassi Shop,"2, Ground Floor, 20 Main Road, Gangothri Circle, 1st Stage, BTM, Bangalore",12.9198192954,77.6129710302,6755
Hari Super Sandwich,"177/A-44, 22nd Cross, 3rd Block, Jayanagar, Bangalore",12.9329411327,77.5825745612,1898
Goli Vada Pav No. 1,"5, 9th Cross, 2nd Block, 9th Main Road, Shop Street, Jayanagar, Bangalore",12.9393346535,77.5840189308,1071
Hari Super Sandwich,"13/34, 24th A Main, 9th Block, Near Jain College Back Gate, District Road, Jayanagar, Bangalore",12.9184304415,77.5919767097,260
Rolls On Wheels,"8, 3rd Main, Mount Joy Road, Hanumanth Nagar, Basavanagudi, Bangalore",12.9401385304,77.5644016894,119
Kwality Wall’s Frozen Dessert and Ice Cream Shop,"2035, Opposite Ragigudda Temple, 26th Main Road, Jayanagar, Bangalore",12.9149099074,77.5933087617,9
Adiga's,"36, 12th Main, 27th Cross, 4th Block, Jayanagar, Bangalore",12.9307246346,77.5864640996,306
WOW! China,"391, 14th Cross, Sarakki Village, JP Nagar, Bangalore",12.9075690000,77.6014380000,303
Karnataka Bhel House,"5, 2nd Block, 9th Main, 9th Cross, Jayanagar, Bangalore",12.9394140568,77.5840051845,1181
Sangam Sweets,"44, BDA Complex, Koramangala 3rd Block, Bangalore",12.9303795611,77.6223054528,72
Sendhoor Coffee,"100, Koundinya, Ground Floor, Koramangala 6th Block, Bangalore",12.9368884959,77.6200956479,214
Juice Junction,"9, 2nd Block, 9th Main, Jayanagar, Bangalore",12.9390941560,77.5839994848,0
Puliyogare Point,"312, 15th Cross, 5th Phase, JP Nagar, Bangalore",12.9061591733,77.5936571136,73
SGS Non Veg - Gundu Pulav,"Opposite Shalini Grounds, 38 Cross Road, 5 Block, Jayanagar, Bangalore",12.9217862261,77.5851042196,113
Bowl 99,"17 J, First Floor, 4th B, Main Nanjappa Layout, Adugodi, BTM, Bangalore",12.9419500000,77.6066910000,2822
Food Court By Kitchens@,"1, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",12.9164474715,77.6041998714,11627
Maharaja Military Canteen,"365, 26th Main, 38th Cross, 9th Block, Jayanagar, Bangalore",12.9217754422,77.5935525075,0
Gopaljee Cafe,"226, Someshawara Temple Road, Koramangala 7th Block, Bangalore",12.9368981000,77.6121217000,67
K C Das,"1/4, 100 Feet Ring Road, 4th Phase, JP Nagar, Bangalore",12.9061006750,77.5950994715,76
Sri Venkateshwara Sweet Meat Stall,"301A, 9th Main, 4th Block, Jayanagar, Bangalore",12.9245998349,77.5838331878,218
Shyamji's Chole Bhature,"Shop 2 & 3, Blossom Arcade, Green Skies Blue Forest, 1st Main, 4th Cross, Krishnam Raju Layout, 7th Phase, JP Nagar, Bangalore",12.8975097733,77.5945807993,135
Hotel Sanman,"4, R.V. Road, Near South End Circle Metro Station, Basavanagudi, Bangalore",12.9372672173,77.5800760835,13
South Kitchen,"NR Colony, Near Katte Balaga, 1st Main Road, Basavanagudi, Bangalore",12.9378861102,77.5686341152,345
Khichdi Kahani,"18, Sai Pushpanjali Nilaya Abhayappa Layout, N S Palya, BTM 2nd Stage, BTM Layout, BTM, Bangalore",12.9086760000,77.6038650000,65
Mane Holige Kuruku Thindi,"21, 6th C Main, 4th Block, Jayanagar, Bangalore",12.9289120128,77.5819700584,365
Uttara Karnatakada Gama Gama,"49, LN Square, Shop Street, Opposite NR Colony Bus Stop, Basavanagudi, Bangalore",12.9378511464,77.5693244487,572
Taproom By Sherlock's,"745, Sarakki, 15th Cross Road, JP Nagar, Bangalore",12.9062477378,77.5853244960,2862
Sri Krishna Sweets,"121, DVG Road, R.M Complex, Basavanagudi, Bangalore",12.9422594892,77.5710675493,35
Nandi Chats,"727, 7th Cross, 10th Main, 2nd Stage, BTM, Bangalore",12.9137376921,77.6076974720,110
Hatti Kaapi,"126, 7th Main, 4th Block, Opposite Police Station, Jayanagar, Bangalore",12.9284391670,77.5815415755,1568
Namma Mulabagilu Dose,"19/1, 1st Main Road, Opposite Canara Bank, Basavanagudi, Bangalore",12.9372175490,77.5689070299,398
Khichdi Experiment,"Pooja Plaza, First Floor, Municipal 949, 2nd Main, Sarakki 2, JP Nagar, Bangalore",12.9146138312,77.5857352093,0
SL Vadapav,"652, 11th Main, Oppsite Vijaya College, 4th Block, Jayanagar, Bangalore",12.9281310161,77.5862498581,15372
Chandni Chowk,"New 114, Floor 1 & 2, Industrial Layout, Ward 67, Koramangala 1st Block, Bangalore",12.9351340000,77.6134410000,62
Waffle Head,"Shop 2, 1A/39 27th Cross, 4th block, Jayanagar, Bangalore",12.9308481552,77.5812431797,228
After Dark,"1268/47, Old 9, Kiran Complex, Sarakki Gate, Banashankari, Opposite SBI Colony, Kanakapura Road, Bangalore",12.9095112011,77.5728663057,148
Sri Ram Sweet Centre,"69/A, BHCS Layout, 2nd Stage, 2nd Cross, BTM, Bangalore",12.9141991279,77.6004514843,205
All American Burgers,"12, Vinayaka Nilaya, 1st Stage 1st Phase, Bangalore BTM, Bangalore",12.9195491000,77.6112192000,671
Raghavendra Upahara,"1230, 26th Main, 9th Block, Jayanagar, Bangalore",12.9168866805,77.5932588056,31
KC Das,"40/9, Lucky Paradise, 22nd Cross Road, 3rd Block, Jayanagar, Bangalore",12.9328646682,77.5832833350,237
Hokart - Bangalore 99 Variety Dosa,"13, 1st Main, 1st Cross Rd, Nanjappa Layout, Koramangala 8th Block, Bangalore",12.9418068494,77.6180067744,0
Parsa's,"66, Ground Floor, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",12.9330530000,77.6146560000,118
Shiv Shakthi,"3, Ambedkar Badavane, Yellukunte, 22nd Cross, HSR Layout, 3rd Sector, HSR, Bangalore",12.9093562970,77.6391634718,8596
Udupi Gokul Cafe,"90, Vysya Bank Colony, 1st Main Road, Mico Layout, BTM, Bangalore",12.9163242707,77.6031497866,76
Voosh Dakshin,"Shop 764/44, 37th Cross, 18th Main Road, 4th T Block, Jayanagar, Bangalore",12.9224257449,77.5894537568,22
Poha House,"24, 6th A Cross, Nandini Parlour Road, 2nd Stage, 16th Main Road, BTM, Bangalore",12.9102945436,77.6115508005,112
Sharma Chats,"Near BBMP Park, 16th Cross, 2nd Phase, JP Nagar, Bangalore",12.9083971315,77.5866464898,0
Chef's World,"1006, 1st Floor, Mahatyagi Laksmidevi Road, Koramangala 1st Block, Bangalore",12.9301152004,77.6334912702,21
The Twenty Handmade Chocolates,"763, 14th Cross, 16th Main, 2nd Stage, MICO Layout Police Station, BTM, Bangalore",12.9078523500,77.6116580889,16
Yelneer Katte,"11, Bhavani Choultry Building, E. A. T Road, Basavanagudi, Bangalore",12.9446605018,77.5703118369,33
Yelaneer Adda,"400/49, 4th Block, Main Road, Jayanagar, Bangalore",12.9286309850,77.5825930014,0
Hotel Banashree,"69, 1S, Kariappa Road, Near Uma Maheshwari Temple, JP Nagar, Bangalore",12.9083919027,77.5727791339,0
Desi Curry Asli Desi Swaad,"5, 3RD Cross, 22ND B Main, 5TH Phase, Near Prem Medical, JP Nagar, Bangalore",12.9001873740,77.5875859335,310
Juice Junction,"150, KHB Colony, 5th Cross, Koramangala 5th Block, Bangalore",12.9367525613,77.6202720031,2252
Maggi Hut,"24, 6th A Cross, 16th Main, Btm 2nd Stage, BTM, Bangalore",12.9102899684,77.6115377247,212
Bready Steady Go,"172, V V Puram, Kavi Lakshmeesha Road, Basavanagudi, Bangalore",12.9491425696,77.5744340569,322
The Baker's Dozen,"11/94, ground floor, 5th Cross, 1st Main, K R Outlet, JP Nagar, Bangalore",12.9035718360,77.5826872140,162
Hatti Pulav,"211, Ground Floor, 1st Main, Koramangala 7th Block, Bangalore",12.9366783854,77.6130682603,4
Babu Birthday Cake,"21, Old 27, 7th Main Road, BTM, Bangalore",12.9090245929,77.6064673439,0
Maiyas,"1st Phase, Kar Arr Valki Pine Hurst, 01, Outer Ring Road, BTM, Bangalore",12.9164700202,77.6043366641,314
Cafe Medley,"473, 17th C Main, KHB Colony, Koramangala 5th Block, Bangalore",12.9339152353,77.6196524128,1215
Boho,"105, 1st A Cross, Koramangala 5th Block, Bangalore",12.9345001526,77.6161061972,2671
The Skinz Ooty Chocolate,"150/9, 1st Main, Koramangala 8th Block, Bangalore",12.9405593570,77.6183039323,0
Rajasthani Chaat House,"8, Shankar Raju Building, 24th Main Road, 7th Phase, JP Nagar, Bangalore",12.8997128397,77.5857516378,916
Cafe Oye Lassi,"43/1, Shubananda Bull Temple Road, Near Gandhi Bazaar, Basavanagudi, Bangalore",12.9445111744,77.5679001957,9
